Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Cherrywood Log
buildcraftsilicon:plug_facade:0, Facade: Cherrywood Log
buildcraftsilicon:plug_facade:0, Facade: Cherrywood Planks
buildcraftsilicon:plug_facade:0, Facade: Cherrywood Planks
buildcraftsilicon:plug_facade:0, Facade: Chocolate Block
buildcraftsilicon:plug_facade:0, Facade: Chocolate Block
buildcraftsilicon:plug_facade:0, Facade: Chocolate Bricks
buildcraftsilicon:plug_facade:0, Facade: Chocolate Bricks
buildcraftsilicon:plug_facade:0, Facade: Block of Cobalt
buildcraftsilicon:plug_facade:0, Facade: Block of Cobalt
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Cobalt
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Cobalt
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Evenium
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Evenium
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Heartium
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Heartium
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Promethean
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Promethean
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Rhodium
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Rhodium
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Super Charged Coal
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Super Charged Coal
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Virinium
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Virinium
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Zucrite
buildcraftsilicon:plug_facade:0, Facade: Block of Compressed Zucrite
buildcraftsilicon:plug_facade:0, Facade: Constructed Block
buildcraftsilicon:plug_facade:0, Facade: Constructed Block
buildcraftsilicon:plug_facade:0, Facade: Cookie Block
buildcraftsilicon:plug_facade:0, Facade: Cookie Block
buildcraftsilicon:plug_facade:0, Facade: Corrupted Ascendium Ore
buildcraftsilicon:plug_facade:0, Facade: Corrupted Ascendium Ore
buildcraftsilicon:plug_facade:0, Facade: Corrupted Chargium Ore
buildcraftsilicon:plug_facade:0, Facade: Corrupted Chargium Ore
buildcraftsilicon:plug_facade:0, Facade: Corrupted Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Corrupted Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Corrupted Creepstone
buildcraftsilicon:plug_facade:0, Facade: Corrupted Creepstone
buildcraftsilicon:plug_facade:0, Facade: Corrupted Etrium Ore
buildcraftsilicon:plug_facade:0, Facade: Corrupted Etrium Ore
buildcraftsilicon:plug_facade:0, Facade: Corrupted Rock
buildcraftsilicon:plug_facade:0, Facade: Corrupted Rock
buildcraftsilicon:plug_facade:0, Facade: Corrupted Stone
buildcraftsilicon:plug_facade:0, Facade: Corrupted Stone
buildcraftsilicon:plug_facade:0, Facade: Corrupted Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Corrupted Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Crater Rock
buildcraftsilicon:plug_facade:0, Facade: Crater Rock
buildcraftsilicon:plug_facade:0, Facade: Caligro Creepdirt
buildcraftsilicon:plug_facade:0, Facade: Caligro Creepdirt
buildcraftsilicon:plug_facade:0, Facade: Caligro Creepstone
buildcraftsilicon:plug_facade:0, Facade: Caligro Creepstone
buildcraftsilicon:plug_facade:0, Facade: Diamond Siren
buildcraftsilicon:plug_facade:0, Facade: Diamond Siren
buildcraftsilicon:plug_facade:0, Facade: Diamond Siren
buildcraftsilicon:plug_facade:0, Facade: Diamond Siren
buildcraftsilicon:plug_facade:0, Facade: Eden's Aluminum Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Aluminum Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Bronze Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Bronze Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Edenrock Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Edenrock Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Eden's Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Desh Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Desh Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Sacred Bricks
buildcraftsilicon:plug_facade:0, Facade: Eden's Sacred Bricks
buildcraftsilicon:plug_facade:0, Facade: Eden's Electrum Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Electrum Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Evenium Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Evenium Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Golden Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Golden Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Paradise Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Paradise Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Snowy Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Snowy Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Gravel
buildcraftsilicon:plug_facade:0, Facade: Eden's Gravel
buildcraftsilicon:plug_facade:0, Facade: Eden's Heartium Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Heartium Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Invar Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Invar Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Lapis Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Lapis Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Meteoric Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Meteoric Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Platinum Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Platinum Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Edenrock Stone
buildcraftsilicon:plug_facade:0, Facade: Edenrock Stone
buildcraftsilicon:plug_facade:0, Facade: Edenrock Bricks
buildcraftsilicon:plug_facade:0, Facade: Edenrock Bricks
buildcraftsilicon:plug_facade:0, Facade: Eden's Sacred Stone
buildcraftsilicon:plug_facade:0, Facade: Eden's Sacred Stone
buildcraftsilicon:plug_facade:0, Facade: Eden's Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Soil
buildcraftsilicon:plug_facade:0, Facade: Eden's Soil
buildcraftsilicon:plug_facade:0, Facade: Eden's Steel Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Steel Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Greenrock
buildcraftsilicon:plug_facade:0, Facade: Eden's Greenrock
buildcraftsilicon:plug_facade:0, Facade: Eden's Swamp Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Swamp Grass
buildcraftsilicon:plug_facade:0, Facade: Eden's Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Virinium Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Virinium Ore
buildcraftsilicon:plug_facade:0, Facade: Eden's Snowrock
buildcraftsilicon:plug_facade:0, Facade: Eden's Snowrock
buildcraftsilicon:plug_facade:0, Facade: Edenwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Edenwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Edenwood Log
buildcraftsilicon:plug_facade:0, Facade: Edenwood Log
buildcraftsilicon:plug_facade:0, Facade: Edenwood Planks
buildcraftsilicon:plug_facade:0, Facade: Edenwood Planks
buildcraftsilicon:plug_facade:0, Facade: Emerald Siren
buildcraftsilicon:plug_facade:0, Facade: Emerald Siren
buildcraftsilicon:plug_facade:0, Facade: Emerald Siren
buildcraftsilicon:plug_facade:0, Facade: Emerald Siren
buildcraftsilicon:plug_facade:0, Facade: Block of Evenium
buildcraftsilicon:plug_facade:0, Facade: Block of Evenium
buildcraftsilicon:plug_facade:0, Facade: Exodus Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Exodus Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Exodus Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Dirt
buildcraftsilicon:plug_facade:0, Facade: Exodus Dirt
buildcraftsilicon:plug_facade:0, Facade: Exodus Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Grass
buildcraftsilicon:plug_facade:0, Facade: Exodus Grass
buildcraftsilicon:plug_facade:0, Facade: Exodus Gravel
buildcraftsilicon:plug_facade:0, Facade: Exodus Gravel
buildcraftsilicon:plug_facade:0, Facade: Exodus Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Exodus Rock
buildcraftsilicon:plug_facade:0, Facade: Exodus Rock
buildcraftsilicon:plug_facade:0, Facade: Exodus Stone
buildcraftsilicon:plug_facade:0, Facade: Exodus Stone
buildcraftsilicon:plug_facade:0, Facade: Exo Leaves
buildcraftsilicon:plug_facade:0, Facade: Exo Leaves
buildcraftsilicon:plug_facade:0, Facade: Exo Log
buildcraftsilicon:plug_facade:0, Facade: Exo Log
buildcraftsilicon:plug_facade:0, Facade: Exo Planks
buildcraftsilicon:plug_facade:0, Facade: Exo Planks
buildcraftsilicon:plug_facade:0, Facade: Exo Sand
buildcraftsilicon:plug_facade:0, Facade: Exo Sand
buildcraftsilicon:plug_facade:0, Facade: Block of Fiery Garnet
buildcraftsilicon:plug_facade:0, Facade: Block of Fiery Garnet
buildcraftsilicon:plug_facade:0, Facade: Block of Fueltonium
buildcraftsilicon:plug_facade:0, Facade: Block of Fueltonium
buildcraftsilicon:plug_facade:0, Facade: Block of Garnet
buildcraftsilicon:plug_facade:0, Facade: Block of Garnet
buildcraftsilicon:plug_facade:0, Facade: Golden Constructed Block
buildcraftsilicon:plug_facade:0, Facade: Golden Constructed Block
buildcraftsilicon:plug_facade:0, Facade: Goldenwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Goldenwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Goldenwood Log
buildcraftsilicon:plug_facade:0, Facade: Goldenwood Log
buildcraftsilicon:plug_facade:0, Facade: Goldenwood Planks
buildcraftsilicon:plug_facade:0, Facade: Goldenwood Planks
buildcraftsilicon:plug_facade:0, Facade: Gold Siren
buildcraftsilicon:plug_facade:0, Facade: Gold Siren
buildcraftsilicon:plug_facade:0, Facade: Gold Siren
buildcraftsilicon:plug_facade:0, Facade: Gold Siren
buildcraftsilicon:plug_facade:0, Facade: Grapefruit Leaves
buildcraftsilicon:plug_facade:0, Facade: Grapefruit Leaves
buildcraftsilicon:plug_facade:0, Facade: Grapefruit Log
buildcraftsilicon:plug_facade:0, Facade: Grapefruit Log
buildcraftsilicon:plug_facade:0, Facade: Grapefruit Planks
buildcraftsilicon:plug_facade:0, Facade: Grapefruit Planks
buildcraftsilicon:plug_facade:0, Facade: Guava Leaves
buildcraftsilicon:plug_facade:0, Facade: Guava Leaves
buildcraftsilicon:plug_facade:0, Facade: Guava Log
buildcraftsilicon:plug_facade:0, Facade: Guava Log
buildcraftsilicon:plug_facade:0, Facade: Guava Planks
buildcraftsilicon:plug_facade:0, Facade: Guava Planks
buildcraftsilicon:plug_facade:0, Facade: Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Amber Ore
buildcraftsilicon:plug_facade:0, Facade: Amber Ore
buildcraftsilicon:plug_facade:0, Facade: Aquamarine Ore
buildcraftsilicon:plug_facade:0, Facade: Aquamarine Ore
buildcraftsilicon:plug_facade:0, Facade: Harran Cherry Grass
buildcraftsilicon:plug_facade:0, Facade: Harran Cherry Grass
buildcraftsilicon:plug_facade:0, Facade: Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Garnet Ore
buildcraftsilicon:plug_facade:0, Facade: Garnet Ore
buildcraftsilicon:plug_facade:0, Facade: Harran Grass
buildcraftsilicon:plug_facade:0, Facade: Harran Grass
buildcraftsilicon:plug_facade:0, Facade: Opal Ore
buildcraftsilicon:plug_facade:0, Facade: Opal Ore
buildcraftsilicon:plug_facade:0, Facade: Ruby Ore
buildcraftsilicon:plug_facade:0, Facade: Ruby Ore
buildcraftsilicon:plug_facade:0, Facade: Sapphire Ore
buildcraftsilicon:plug_facade:0, Facade: Sapphire Ore
buildcraftsilicon:plug_facade:0, Facade: Harran Soil
buildcraftsilicon:plug_facade:0, Facade: Harran Soil
buildcraftsilicon:plug_facade:0, Facade: Super Charged Coal
buildcraftsilicon:plug_facade:0, Facade: Super Charged Coal
buildcraftsilicon:plug_facade:0, Facade: Topaz Ore
buildcraftsilicon:plug_facade:0, Facade: Topaz Ore
buildcraftsilicon:plug_facade:0, Facade: Zinc Ore
buildcraftsilicon:plug_facade:0, Facade: Zinc Ore
buildcraftsilicon:plug_facade:0, Facade: Healing Station
buildcraftsilicon:plug_facade:0, Facade: Healing Station
buildcraftsilicon:plug_facade:0, Facade: Ice Cream Sandwich Block
buildcraftsilicon:plug_facade:0, Facade: Ice Cream Sandwich Block
buildcraftsilicon:plug_facade:0, Facade: Block of Icy Aquamarine
buildcraftsilicon:plug_facade:0, Facade: Block of Icy Aquamarine
buildcraftsilicon:plug_facade:0, Facade: Infectious Grass
buildcraftsilicon:plug_facade:0, Facade: Infectious Grass
buildcraftsilicon:plug_facade:0, Facade: Infectious Soil
buildcraftsilicon:plug_facade:0, Facade: Infectious Soil
buildcraftsilicon:plug_facade:0, Facade: Iron Siren
buildcraftsilicon:plug_facade:0, Facade: Iron Siren
buildcraftsilicon:plug_facade:0, Facade: Iron Siren
buildcraftsilicon:plug_facade:0, Facade: Iron Siren
buildcraftsilicon:plug_facade:0, Facade: Kriffon Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Cobblerock
buildcraftsilicon:plug_facade:0, Facade: Kriffon Cobblerock
buildcraftsilicon:plug_facade:0, Facade: Kriffon Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Dirt
buildcraftsilicon:plug_facade:0, Facade: Kriffon Dirt
buildcraftsilicon:plug_facade:0, Facade: Kriffon Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffon Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Kriffrock
buildcraftsilicon:plug_facade:0, Facade: Kriffrock
buildcraftsilicon:plug_facade:0, Facade: Kriffon Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Kriffon Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Kriffstone
buildcraftsilicon:plug_facade:0, Facade: Kriffstone
buildcraftsilicon:plug_facade:0, Facade: Lemon Leaves
buildcraftsilicon:plug_facade:0, Facade: Lemon Leaves
buildcraftsilicon:plug_facade:0, Facade: Lemon Log
buildcraftsilicon:plug_facade:0, Facade: Lemon Log
buildcraftsilicon:plug_facade:0, Facade: Lemon Planks
buildcraftsilicon:plug_facade:0, Facade: Lemon Planks
buildcraftsilicon:plug_facade:0, Facade: Lime Leaves
buildcraftsilicon:plug_facade:0, Facade: Lime Leaves
buildcraftsilicon:plug_facade:0, Facade: Lime Log
buildcraftsilicon:plug_facade:0, Facade: Lime Log
buildcraftsilicon:plug_facade:0, Facade: Lime Planks
buildcraftsilicon:plug_facade:0, Facade: Lime Planks
buildcraftsilicon:plug_facade:0, Facade: Limon Leaves
buildcraftsilicon:plug_facade:0, Facade: Limon Leaves
buildcraftsilicon:plug_facade:0, Facade: Limon Log
buildcraftsilicon:plug_facade:0, Facade: Limon Log
buildcraftsilicon:plug_facade:0, Facade: Limon Planks
buildcraftsilicon:plug_facade:0, Facade: Limon Planks
buildcraftsilicon:plug_facade:0, Facade: Lore Block
buildcraftsilicon:plug_facade:0, Facade: Lore Block
buildcraftsilicon:plug_facade:0, Facade: Lovetree Leaves
buildcraftsilicon:plug_facade:0, Facade: Lovetree Leaves
buildcraftsilicon:plug_facade:0, Facade: Lovetree Log
buildcraftsilicon:plug_facade:0, Facade: Lovetree Log
buildcraftsilicon:plug_facade:0, Facade: Lovetree Planks
buildcraftsilicon:plug_facade:0, Facade: Lovetree Planks
buildcraftsilicon:plug_facade:0, Facade: Magrock
buildcraftsilicon:plug_facade:0, Facade: Magrock
buildcraftsilicon:plug_facade:0, Facade: Magma Slime Block
buildcraftsilicon:plug_facade:0, Facade: Magma Slime Block
buildcraftsilicon:plug_facade:0, Facade: Maveth Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Maveth Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Maveth Electrum Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Electrum Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Gravel
buildcraftsilicon:plug_facade:0, Facade: Maveth Gravel
buildcraftsilicon:plug_facade:0, Facade: Maveth Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Rock
buildcraftsilicon:plug_facade:0, Facade: Maveth Rock
buildcraftsilicon:plug_facade:0, Facade: Maveth Sand
buildcraftsilicon:plug_facade:0, Facade: Maveth Sand
buildcraftsilicon:plug_facade:0, Facade: Maveth Stone
buildcraftsilicon:plug_facade:0, Facade: Maveth Stone
buildcraftsilicon:plug_facade:0, Facade: Maveth Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Maveth Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Maveth Vibranium Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Vibranium Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Zollernium Ore
buildcraftsilicon:plug_facade:0, Facade: Maveth Zollernium Ore
buildcraftsilicon:plug_facade:0, Facade: Mud Clay
buildcraftsilicon:plug_facade:0, Facade: Mud Clay
buildcraftsilicon:plug_facade:0, Facade: Kronos Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Dirt
buildcraftsilicon:plug_facade:0, Facade: Kronos Dirt
buildcraftsilicon:plug_facade:0, Facade: Kronos Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Netheridium
buildcraftsilicon:plug_facade:0, Facade: Block of Netheridium
buildcraftsilicon:plug_facade:0, Facade: Kronos Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Netherized Obsidian
buildcraftsilicon:plug_facade:0, Facade: Netherized Obsidian
buildcraftsilicon:plug_facade:0, Facade: Kronos Lapis Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Lapis Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Nickle Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Nickle Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Ruby Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Ruby Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Sapphire Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Sapphire Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Shinium Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Shinium Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Steel Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Steel Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Zinc Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Zinc Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Cobblerock
buildcraftsilicon:plug_facade:0, Facade: Oasis Cobblerock
buildcraftsilicon:plug_facade:0, Facade: Oasis Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Dirt
buildcraftsilicon:plug_facade:0, Facade: Oasis Dirt
buildcraftsilicon:plug_facade:0, Facade: Oasis Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Grass
buildcraftsilicon:plug_facade:0, Facade: Oasis Grass
buildcraftsilicon:plug_facade:0, Facade: Oasis Gravel
buildcraftsilicon:plug_facade:0, Facade: Oasis Gravel
buildcraftsilicon:plug_facade:0, Facade: Oasis Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Rock
buildcraftsilicon:plug_facade:0, Facade: Oasis Rock
buildcraftsilicon:plug_facade:0, Facade: Oasis Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Oasis Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Oasis Sand
buildcraftsilicon:plug_facade:0, Facade: Oasis Sand
buildcraftsilicon:plug_facade:0, Facade: Oasis Stone
buildcraftsilicon:plug_facade:0, Facade: Oasis Stone
buildcraftsilicon:plug_facade:0, Facade: Oasis Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Oasis Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Opal
buildcraftsilicon:plug_facade:0, Facade: Block of Opal
buildcraftsilicon:plug_facade:0, Facade: Orange Leaves
buildcraftsilicon:plug_facade:0, Facade: Orange Leaves
buildcraftsilicon:plug_facade:0, Facade: Orange Log
buildcraftsilicon:plug_facade:0, Facade: Orange Log
buildcraftsilicon:plug_facade:0, Facade: Orange Planks
buildcraftsilicon:plug_facade:0, Facade: Orange Planks
buildcraftsilicon:plug_facade:0, Facade: Outpost Block
buildcraftsilicon:plug_facade:0, Facade: Outpost Block
buildcraftsilicon:plug_facade:0, Facade: Lost Palmwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Lost Palmwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Lost Palmwood Log
buildcraftsilicon:plug_facade:0, Facade: Lost Palmwood Log
buildcraftsilicon:plug_facade:0, Facade: Lost Palmwood Planks
buildcraftsilicon:plug_facade:0, Facade: Lost Palmwood Planks
buildcraftsilicon:plug_facade:0, Facade: Paradise Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Paradise Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Paradise Tree Log
buildcraftsilicon:plug_facade:0, Facade: Paradise Tree Log
buildcraftsilicon:plug_facade:0, Facade: Paradise Tree Planks
buildcraftsilicon:plug_facade:0, Facade: Paradise Tree Planks
buildcraftsilicon:plug_facade:0, Facade: Peach Leaves
buildcraftsilicon:plug_facade:0, Facade: Peach Leaves
buildcraftsilicon:plug_facade:0, Facade: Peach Log
buildcraftsilicon:plug_facade:0, Facade: Peach Log
buildcraftsilicon:plug_facade:0, Facade: Peach Planks
buildcraftsilicon:plug_facade:0, Facade: Peach Planks
buildcraftsilicon:plug_facade:0, Facade: Lost Cavestone
buildcraftsilicon:plug_facade:0, Facade: Lost Cavestone
buildcraftsilicon:plug_facade:0, Facade: Lost Cavestone Bricks
buildcraftsilicon:plug_facade:0, Facade: Lost Cavestone Bricks
buildcraftsilicon:plug_facade:0, Facade: Lost Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Lost Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Lost Creepdirt
